0,1030262983,2055
1,1030263727,2067
2,1030264471,2050
3,1030265215,2034
0,1030265971,2056
1,1030266711,2067
2,1030267451,2050
3,1030268191,2034
0,1030268943,2054
1,1030269683,2065
2,1030270423,2050
3,1030271163,2035
0,1030271915,2055
1,1030272655,2066
2,1030273395,2049
3,1030274135,2034
0,1030274887,2037
1,1030275627,2066
2,1030276367,2049
3,1030277107,2033
0,1030277859,2054
1,1030278599,2066
2,1030279339,2049
3,1030280079,2033
0,1030280831,2055
1,1030281571,2065
2,1030282311,2049
3,1030283051,2035
0,1030283803,2055
1,1030284543,2067
2,1030285283,2050
3,1030286023,2034
0,1030286775,2050
1,1030287515,2067
2,1030288255,2050
3,1030288995,2025
0,1030289747,2055
1,1030290487,2066
2,1030291227,2051
3,1030291967,2035
0,1030292719,2054
1,1030293459,2066
2,1030294199,2050
3,1030294939,2035
0,1030295691,2054
1,1030296431,2067
2,1030297171,2049
3,1030297911,2034
0,1030298663,2054
1,1030299403,2067
2,1030300143,2050
3,1030300883,2029
0,1030301635,2054
1,1030302375,2066
2,1030303115,2050
3,1030303855,2034
0,1030304607,2056
1,1030305347,2065
2,1030306087,2049
3,1030306827,2034
0,1030307579,2055
1,1030308319,2067
2,1030309059,2051
3,1030309799,2034
0,1030310551,2053
1,1030311291,2066
2,1030312031,2056
3,1030312771,2033
0,1030313523,2055
1,1030314263,2066
2,1030315003,2050
3,1030315743,2035
0,1030316495,2055
1,1030317235,2067
2,1030317975,2050
3,1030318715,2035
0,1030319467,2054
1,1030320207,2067
2,1030320947,2050
3,1030321687,2034
0,1030322439,2054
1,1030323179,2066
2,1030323919,2051
3,1030324659,2033
0,1030325411,2055
1,1030326151,2068
2,1030326891,2050
3,1030327631,2034
0,1030328383,2055
1,1030329123,2066
2,1030329863,2049
3,1030330603,2036
0,1030331355,2055
1,1030332095,2067
2,1030332835,2050
3,1030333575,2035
0,1030334327,2054
1,1030335067,2065
2,1030335807,2051
3,1030336547,2033
0,1030337299,2055
1,1030338039,2066
2,1030338779,2050
3,1030339519,2034
0,1030340271,2054
1,1030341011,2067
2,1030341751,2049
3,1030342491,2034
0,1030343243,2054
1,1030343983,2067
2,1030344723,2050
3,1030345463,2034
0,1030346215,2055
1,1030346955,2066
2,1030347695,2050
3,1030348435,2034
0,1030349187,2056
1,1030349927,2067
2,1030350667,2050
3,1030351407,2035
0,1030352159,2051
1,1030352899,2065
2,1030353639,2049
3,1030354379,2035
0,1030355131,2055
1,1030355871,2067
2,1030356611,2051
3,1030357351,2034
0,1030358103,2054
1,1030358843,2073
2,1030359583,2051
3,1030360323,2034
0,1030361075,2055
1,1030361815,2067
2,1030362555,2050
3,1030363295,2034
0,1030364047,2055
1,1030364787,2066
2,1030365527,2050
3,1030366267,2034
0,1030367019,2055
1,1030367759,2066
2,1030368499,2051
3,1030369239,2033
0,1030369991,2055
1,1030370731,2068
2,1030371471,2050
3,1030372211,2034
0,1030372963,2056
1,1030373703,2066
2,1030374443,2050
3,1030375183,2035
0,1030375935,2055
1,1030376675,2066
2,1030377415,2050
3,1030378155,2036
0,1030378907,2054
1,1030379647,2067
2,1030380387,2051
3,1030381127,2034
0,1030381879,2054
1,1030382619,2067
2,1030383359,2050
3,1030384099,2033
0,1030384851,2055
1,1030385591,2066
2,1030386331,2050
3,1030387071,2035
0,1030387823,2055
1,1030388563,2067
2,1030389303,2050
3,1030390043,2034
0,1030390795,2054
1,1030391535,2066
2,1030392275,2051
3,1030393015,2034
0,1030393767,2056
1,1030394507,2067
2,1030395247,2050
3,1030395987,2033
0,1030396739,2056
1,1030397479,2067
2,1030398219,2050
3,1030398959,2035
0,1030399711,2055
1,1030400451,2065
2,1030401191,2038
3,1030401931,2035
0,1030402683,2055
1,1030403423,2067
2,1030404163,2050
3,1030404903,2034
0,1030405655,2054
1,1030406395,2067
2,1030407135,2051
3,1030407875,2033
0,1030408627,2055
1,1030409367,2066
2,1030410107,2050
3,1030410847,2034
0,1030411599,2055
1,1030412339,2067
2,1030413079,2050
3,1030413819,2034
0,1030414571,2054
1,1030415311,2068
2,1030416051,2050
3,1030416791,2034
0,1030417543,2055
1,1030418283,2066
2,1030419023,2051
3,1030419763,2034
0,1030420515,2055
1,1030421255,2067
2,1030421995,2050
3,1030422735,2036
0,1030423487,2055
1,1030424227,2066
2,1030424967,2051
3,1030425707,2035
0,1030426459,2054
1,1030427199,2067
2,1030427939,2050
3,1030428679,2034
0,1030429431,2053
1,1030430171,2066
2,1030430911,2051
3,1030431651,2033
0,1030432403,2055
1,1030433143,2066
2,1030433883,2038
3,1030434623,2035
0,1030435375,2055
1,1030436115,2066
2,1030436855,2049
3,1030437595,2034
0,1030438347,2056
1,1030439087,2067
2,1030439827,2051
3,1030440567,2034
0,1030441319,2054
1,1030442059,2066
2,1030442799,2050
3,1030443539,2037
0,1030444291,2055
1,1030445031,2066
2,1030445771,2050
3,1030446511,2034
0,1030447263,2055
1,1030448003,2065
2,1030448743,2051
3,1030449483,2034
0,1030450235,2055
1,1030450975,2067
2,1030451715,2050
3,1030452455,2034
0,1030453207,2055
1,1030453947,2067
2,1030454687,2051
3,1030455427,2034
0,1030456179,2054
1,1030456919,2066
2,1030457659,2050
3,1030458399,2034
0,1030459151,2055
1,1030459891,2066
2,1030460631,2049
3,1030461371,2034
0,1030462123,2055
1,1030462863,2067
2,1030463603,2051
3,1030464343,2034
0,1030465095,2054
1,1030465835,2067
2,1030466575,2050
3,1030467315,2034
0,1030468067,2055
1,1030468807,2066
2,1030469547,2049
3,1030470287,2035
0,1030471039,2054
1,1030471779,2067
2,1030472519,2050
3,1030473259,2035
0,1030474011,2055
1,1030474751,2066
2,1030475491,2050
3,1030476231,2037
0,1030476983,2055
1,1030477723,2067
2,1030478463,2051
3,1030479203,2034
0,1030479955,2054
1,1030480695,2065
2,1030481435,2051
3,1030482175,2035
0,1030482927,2056
1,1030483667,2067
2,1030484407,2049
3,1030485147,2034
0,1030485899,2056
1,1030486639,2067
2,1030487379,2050
3,1030488119,2034
0,1030488871,2054
1,1030489611,2067
2,1030490351,2051
3,1030491091,2034
0,1030491843,2055
1,1030492583,2067
2,1030493323,2050
3,1030494063,2034
0,1030494815,2057
1,1030495555,2066
2,1030496295,2050
3,1030497035,2035
0,1030497787,2054
1,1030498527,2067
2,1030499267,2051
3,1030500007,2035
0,1030500759,2054
1,1030501499,2067
2,1030502239,2051
3,1030502979,2033
0,1030503731,2055
1,1030504471,2066
2,1030505211,2051
3,1030505951,2033
0,1030506703,2055
1,1030507443,2066
2,1030508183,2049
3,1030508923,2034
0,1030509675,2055
1,1030510415,2067
2,1030511155,2050
3,1030511895,2035
0,1030512647,2053
1,1030513387,2066
2,1030514127,2051
3,1030514867,2034
0,1030515619,2055
1,1030516359,2067
2,1030517099,2050
3,1030517839,2035
0,1030518591,2055
1,1030519331,2066
2,1030520071,2050
3,1030520811,2035
0,1030521563,2055
1,1030522303,2067
2,1030523043,2050
3,1030523783,2034
0,1030524535,2055
1,1030525275,2067
2,1030526015,2051
3,1030526755,2033
0,1030527507,2055
1,1030528247,2066
2,1030528987,2050
3,1030529727,2035
0,1030530479,2055
1,1030531219,2066
2,1030531959,2050
3,1030532699,2034
0,1030533451,2055
1,1030534191,2067
2,1030534931,2051
3,1030535671,2034
0,1030536423,2053
1,1030537163,2068
2,1030537903,2051
3,1030538643,2033
0,1030539395,2055
1,1030540135,2066
2,1030540875,2050
3,1030541615,2034
0,1030542367,2055
1,1030543107,2066
2,1030543847,2049
3,1030544587,2035
0,1030545339,2054
1,1030546079,2066
2,1030546819,2051
3,1030547559,2034
0,1030548311,2054
1,1030549051,2067
2,1030549791,2050
3,1030550531,2034
0,1030551283,2055
1,1030552023,2067
2,1030552763,2050
3,1030553503,2034
0,1030554255,2055
1,1030554995,2066
2,1030555735,2050
3,1030556475,2035
0,1030557227,2054
1,1030557967,2067
2,1030558707,2050
3,1030559447,2034
0,1030560199,2054
1,1030560939,2067
2,1030561679,2051
3,1030562419,2033
0,1030563171,2054
1,1030563911,2066
2,1030564651,2050
3,1030565391,2040
0,1030566175,2056
1,1030566915,2066
2,1030567655,2049
3,1030568395,2034
0,1030569147,2054
1,1030569887,2067
2,1030570627,2050
3,1030571367,2034
0,1030572119,2055
1,1030572859,2066
2,1030573599,2050
3,1030574339,2033
0,1030575091,2055
1,1030575831,2066
2,1030576571,2050
3,1030577311,2034
0,1030578063,2055
1,1030578803,2065
2,1030579543,2050
3,1030580283,2034
0,1030581035,2055
1,1030581775,2062
2,1030582515,2049
3,1030583255,2034
0,1030584007,2055
1,1030584747,2066
2,1030585487,2051
3,1030586227,2033
0,1030586979,2054
1,1030587719,2066
2,1030588459,2052
3,1030589199,2035
0,1030589951,2055
1,1030590691,2066
2,1030591431,2050
3,1030592171,2034
0,1030592923,2064
1,1030593663,2067
2,1030594403,2050
3,1030595143,2034
0,1030595895,2057
1,1030596635,2066
2,1030597375,2050
3,1030598115,2034
0,1030598867,2055
1,1030599607,2067
2,1030600347,2050
3,1030601087,2033
0,1030601839,2055
1,1030602579,2066
2,1030603319,2051
3,1030604059,2035
0,1030604811,2054
1,1030605551,2067
2,1030606291,2050
3,1030607031,2050
0,1030607783,2053
1,1030608523,2066
2,1030609263,2050
3,1030610003,2033
0,1030610755,2055
1,1030611495,2066
2,1030612235,2051
3,1030612975,2033
0,1030613727,2055
1,1030614467,2066
2,1030615207,2050
3,1030615947,2034
0,1030616699,2057
1,1030617439,2067
2,1030618179,2050
3,1030618919,2034
0,1030619671,2054
1,1030620411,2067
2,1030621151,2049
3,1030621891,2034
0,1030622643,2055
1,1030623383,2066
2,1030624123,2050
3,1030624863,2034
0,1030625615,2055
1,1030626355,2067
2,1030627095,2050
3,1030627835,2034
0,1030628587,2051
1,1030629327,2067
2,1030630067,2049
3,1030630807,2035
0,1030631559,2054
1,1030632299,2067
2,1030633039,2051
3,1030633779,2033
0,1030634531,2055
1,1030635271,2076
2,1030636011,2051
3,1030636751,2034
0,1030637503,2055
1,1030638243,2065
2,1030638983,2050
3,1030639723,2034
